phrase,token_length,n_prompts,elm_average_score,elm_percentile,elm_percentile_bin,linear_average_score,linear_percentile,linear_percentile_bin
cinematic bloom,4,338,919.886750983063,0.577140472435146,2,1792.13191755848,0.661034840404313,2
light rays,4,230,919.820704584536,0.576907262048692,2,1725.34956001613,0.554562024757124,2
dark studio,4,117,919.770623101128,0.576815205317197,2,1666.21338725294,0.451421662790055,1
stomach,3,204,919.749433180865,0.576766108393733,2,1703.51401115866,0.516873998883045,2
short_hair,5,253,919.62273494434,0.576520623776413,2,1721.5524581487,0.548148739129634,2
armpits,5,240,919.588299179077,0.576471526852949,2,1754.97516403198,0.603474834758167,2
before window,4,53,919.58502773069,0.576465389737516,2,1727.66857910156,0.558409996133617,2
wonder,3,64,919.474126815796,0.576170808196731,2,1748.35212421417,0.592293010439233,2
((1 girl)),6,62,919.46883859942,0.576158533965865,2,1740.62347215222,0.579963545534328,2
t-shirt,5,153,919.232663422628,0.575673701846658,2,1773.25942893433,0.632527939218009,2
blue skirt,4,269,919.216580614281,0.575606193576895,2,1731.12383193686,0.564295489833868,2
analog,3,195,919.189802433894,0.575538685307132,2,1687.97551801633,0.489600657898774,1
subsurface scattering,6,1019,919.16209145079,0.575446628575637,2,1675.02607033742,0.466703080218236,1
complex 3d render ultra detailed,8,83,918.965702654367,0.575035441841626,2,1715.99016892766,0.538255709051632,2
areolae,5,74,918.901680198876,0.574931110879265,2,1696.00710812131,0.50385103993421,2
background,3,210,918.838440522693,0.574783820108872,2,1723.26958821615,0.55120502261527,2
very short hair,5,173,918.793929259901,0.574673352031078,2,1740.45469533226,0.579730335147874,2
daytime,3,103,918.556577960264,0.574182382796438,2,1713.29920381713,0.533794026131838,2
(ultrarealistic:1.3),10,94,918.503966960501,0.574071914718644,2,1706.63457992229,0.522716532775265,2
bottomless,4,354,918.492200517385,0.57402281779518,2,1828.6185199285,0.711801059266124,2
man,3,112,918.329456056867,0.573709824908097,2,1724.73404966082,0.55363532032674,2
cinematic angle,4,82,918.194910561166,0.573439791829045,2,1754.03986861066,0.601958967246215,2
shirtless,3,79,918.189828607101,0.573427517598178,2,1705.5737420577,0.520715833144106,2
oily skin,4,137,918.158030934578,0.573317049520384,2,1740.81701972015,0.580282675536844,2
8k,4,7079,918.153786939591,0.573298638174085,2,1765.44764875231,0.620542152777352,2
evil,3,139,918.090850830078,0.573182032980858,2,1705.43432265906,0.520304646410094,2
translucent clothes,4,54,918.023079201027,0.572973371056136,2,1732.26680727358,0.566222544079832,2
hourglass figure,5,72,917.998520109389,0.572924274132672,2,1768.45227898492,0.625120440890373,2
back,3,191,917.872180239692,0.572605144130156,2,1748.59205251963,0.592704197173245,2
octane rendering,4,77,917.859526398894,0.572580595668424,2,1767.11154848569,0.623089055682048,2
anisotropic filtering,6,121,917.854554483713,0.572568321437558,2,1731.75877998289,0.56538175926551,2
white hair,4,1977,917.752649927598,0.572378070859135,2,1744.67939735918,0.586413653854415,2
(1girl:1.3),10,313,917.743338685447,0.572359659512836,2,1703.62651690888,0.517070386576901,2
8k high definition,6,148,917.719820383433,0.572316699704805,2,1723.82530171162,0.552033533198726,2
dramatic studio lighting,5,61,917.499623283011,0.571844141816464,2,1664.34832063268,0.448126031802532,1
(8k resolution),7,103,917.495645467517,0.571831867585598,2,1730.51142127769,0.563252180210258,2
cinema light,4,130,917.428689575195,0.571684576815205,2,1726.89966195913,0.557348275163708,2
cyborg,3,216,917.354291280111,0.571555697391112,2,1775.73237609863,0.636461830210565,2
cleft of venus,6,75,917.321435139974,0.571475914890483,2,1767.56715657552,0.623690492994483,2
clothed,4,61,917.311357842117,0.571457503544184,2,1711.92577524654,0.531302357266038,2
(best quality:1.3),10,208,917.207595531757,0.571218156042297,2,1682.80131589449,0.480450218788165,1
magical girl,4,66,916.998134959828,0.570782420846554,2,1824.51487778172,0.706510865762874,2
cloudy,3,54,916.932579323098,0.570604444498997,2,1726.16879159433,0.555899915921519,2
imagination,3,79,916.866358889809,0.57048783930577,2,1778.97671470159,0.641224231786576,2
welcoming,3,72,916.818302578396,0.570352822766243,2,1704.1671295166,0.518015502353584,2
neon,3,159,916.776738004864,0.570273040265614,2,1643.36926307918,0.411272653627342,1
upper body,4,3470,916.746760151228,0.570236217573016,2,1730.43080954428,0.563074203862701,2
blue shirt,4,106,916.682222762198,0.570082789687191,2,1761.71074172686,0.614398900228914,2
hq,3,83,916.661424016378,0.570027555648294,2,1725.89308993788,0.55543349514861,2
extremely detailed cg,5,329,916.526479796436,0.569726836992077,2,1705.1334308288,0.519850499868052,2
lean body,4,63,916.457709902809,0.569591820452551,2,1676.95471772693,0.470010985436625,1
whimsical,3,70,916.374674551828,0.569383158527829,2,1768.27244349888,0.624825859349589,2
manly,3,61,916.343339263416,0.569352472950664,2,1676.91578149014,0.469943477166862,1
good hands,4,50,916.313009033203,0.569254279103736,2,1701.98314575195,0.514327095978348,2
(small breasts:1.2),10,75,916.240482991537,0.569082439871612,2,1731.20679036458,0.564485740412291,2
classroom,3,315,916.186911010742,0.568941286216652,2,1757.0013414171,0.60677046574569,2
(wet),5,72,916.152203453912,0.568867640831456,2,1718.04266103109,0.541753864848444,2
photon mapping,5,853,916.117305245796,0.568787858330827,2,1712.20042621572,0.531842423424142,2
dusk,3,131,916.075589944388,0.568695801599332,2,1708.40504560398,0.525404589334921,2
fighting stance,4,178,915.981763346811,0.568523962367208,2,1741.17095295767,0.580835015925815,2
grabbing,3,54,915.978410508898,0.568517825251775,2,1823.40845065647,0.705001135366355,2
fairy,3,50,915.913117675781,0.568370534481383,2,1796.90173095703,0.668295047961557,2
(huge breasts:1),8,94,915.901059252151,0.568339848904218,2,1771.1867662795,0.629324364961981,2
anime,3,569,915.824608184332,0.568217106595558,2,1830.6018653159,0.714298865247356,2
(highly detailed cg illustration),8,233,915.812631893567,0.568192558133826,2,1751.64686499338,0.597982116445628,2
white,3,112,915.514340264457,0.567634080629423,2,1705.48416791643,0.520427388718754,2
girly,3,88,915.505378723145,0.567603395052258,2,1690.31744384766,0.493602057161093,1
cafe,3,107,915.479474504417,0.567548161013361,2,1858.21957597109,0.747077198775032,2
machinery,3,56,915.417318071638,0.567413144473834,2,1786.67530822754,0.652786557262356,2
idol,3,145,915.386314865639,0.567370184665803,2,1726.8352467504,0.557231669970481,2
windows,3,73,915.288040788206,0.567173796971947,2,1767.61685306079,0.623788686841411,2
(highres:1.1),10,73,915.149792396859,0.566989683508957,2,1678.51489257813,0.472938389498168,1
foreshortening,5,124,915.087936155258,0.566879215431163,2,1766.76770019531,0.62256126375481,2
solo,3,15825,915.053965866788,0.5668117071614,2,1737.82525089981,0.575354571844142,2
blazer,3,70,915.028245326451,0.566725787545338,2,1683.45652640206,0.481751287259962,1
hand on hip,5,244,915.025341033936,0.566719650429905,2,1710.09990154329,0.52822152531867,2
dripping,3,72,915.010068045722,0.566664416391008,2,1734.68241288927,0.570334411419944,2
toned physique,4,72,914.986983829075,0.566584633890379,2,1735.88725026449,0.572236917204176,2
ultra-high res,6,90,914.827573988173,0.56638210908109,2,1725.23661770291,0.554353362832402,2
silver dress,4,69,914.742080467335,0.566185721387234,2,1799.39820574332,0.671633638757111,2
octane render,4,1428,914.597378482338,0.565927962539047,2,1702.360583479,0.515026727137711,2
gem,3,440,914.550447255915,0.565762260422356,2,1724.68428913463,0.553543263595245,2
hires upscale: 2,6,64,914.507391929627,0.565664066575428,2,1706.37974691391,0.522237837771491,2
desk,3,119,914.393459159787,0.565412444842675,2,1794.59088852826,0.664803029280178,2
military uniform,4,81,914.392509931399,0.565406307727242,2,1769.45119448061,0.626531977439964,2
standing,3,4175,914.330602661864,0.565308113880314,2,1720.37946787577,0.546049845651547,2
(curvy body:0.8),10,105,914.204451497396,0.565081040609293,2,1767.93142787388,0.62423669626802,2
desert,3,121,914.168202802169,0.564970572531499,2,1696.08634557803,0.504047427628066,2
heavy shadows,4,58,914.141800979088,0.564933749838901,2,1733.96634437298,0.569248141988303,2
((full body)),6,210,914.12881179083,0.564909201377169,2,1727.8402183896,0.558722989020701,2
powerful,3,81,914.123261816708,0.56489079003087,2,1711.96428087023,0.531382139766667,2
filigree,4,73,914.122952813972,0.564884652915437,2,1758.10802553778,0.608556366336694,2
handsome,3,298,914.115983745396,0.564872378684571,2,1727.44501633612,0.558017220745905,2
moaning,4,79,914.084780922419,0.564798733299375,2,1788.38856371143,0.655413242667681,2
white leotard,6,69,913.94103030882,0.564565522912921,2,1734.68555483611,0.570340548535377,2
deity,3,85,913.938633817785,0.564559385797487,2,1708.29678811466,0.525269572795395,2
rule of thirds,5,286,913.855541415982,0.564405957911662,2,1658.27114825482,0.437625427296662,1
ice,3,89,913.844011456779,0.564375272334497,2,1798.11083847217,0.669755681434612,2
couple,3,52,913.799489534818,0.5643200382956,2,1741.37478168194,0.581166420159197,2
downblouse,4,65,913.772407414363,0.564252530025837,2,1746.29629845252,0.588972830989978,2
tanned,4,50,913.67326965332,0.563994771177651,2,1770.32876220703,0.627925102643256,2
wariza,4,127,913.665531188484,0.563976359831352,2,1758.21613846426,0.608795713838582,2
from_behind,5,72,913.434501436022,0.563325825595454,2,1714.04953596327,0.535076683257335,2
absurdres,4,4886,913.418882036619,0.563313551364588,2,1713.82496726137,0.534720730562221,2
supernatural,3,52,913.295809819148,0.563025106939237,2,1740.23271296575,0.57937438245276,2
wide sleeves,4,248,913.259828505978,0.562945324438607,2,1717.9352387459,0.541594299847186,2
dynamic lighting,4,366,913.233032268253,0.56289009039971,2,1745.90011513298,0.588389805023843,2
(solo:1.3),9,99,913.209766118213,0.562804170783648,2,1765.2172722094,0.620149377389639,2
middle breasts,4,69,913.115566972373,0.562601645974359,2,1726.59943599977,0.556697740927809,2
horror,3,191,913.110335265155,0.562589371743493,2,1726.71196135676,0.556955499775995,2
sea,3,203,913.066131140798,0.562546411935462,2,1793.98628001847,0.663956107350423,2
(abstract background:1.3),10,58,912.997897970265,0.562307064433575,2,1603.87219133048,0.348901149481721,1
shoes,3,287,912.981991332582,0.562282515971843,2,1747.719325049,0.591255837931056,2
skirt lift,4,223,912.97029038502,0.56227637885641,2,1721.73736928076,0.548498554709316,2
broad light,4,143,912.951315713096,0.562233419048379,2,1735.25195397864,0.571205881811431,2
soft cinematic light,5,283,912.940069084033,0.562202733471214,2,1719.56300488799,0.544644446217389,2
moonlight,3,228,912.933119322124,0.562184322124915,2,1737.9398525305,0.575532548191699,2
highly detailed background,5,277,912.880399738408,0.562073854047121,2,1769.57186349807,0.626722228018387,2
analogue,3,56,912.780421393258,0.56190815193043,2,1678.05315508161,0.472183524299909,1
big butt,4,64,912.765316963196,0.561883603468698,2,1709.32197475433,0.526889771269708,2
(upper body:1.2),10,72,912.760212368435,0.561871329237832,2,1730.02815246582,0.562423669626802,2
(full body),6,432,912.650371657478,0.561668804428543,2,1710.59472232395,0.529013213209527,2
aesthetics,3,56,912.53566469465,0.561392634234057,2,1709.60433959961,0.52734391781175,2
wide shot,4,375,912.501735229492,0.561300577502562,2,1766.06047753906,0.621530228362065,2
busty,4,247,912.396142071558,0.561012133077211,2,1736.43634230888,0.57308383913393,2
dynamic composition,4,68,912.297759560978,0.560754374229025,2,1743.99270988913,0.585253739037578,2
automatic white balance,5,65,912.239022592398,0.560594809227767,2,1706.89658578726,0.523213639125338,2
cinematic film still,5,139,912.229989031236,0.560588672112334,2,1778.67573909622,0.640806907937131,2
oil painting,4,221,912.14732202038,0.560435244226509,2,1704.22600020327,0.518144381777677,2
china dress,4,146,912.121112353181,0.560373873072179,2,1722.93919393461,0.550634270880001,2
clenched teeth,5,50,912.063593139648,0.560287953456117,2,1694.16658935547,0.500444940868893,2
navel,4,2061,912.039849693598,0.560226582301787,2,1700.37016542926,0.511583805379795,2
air bangs,4,60,912.027029927572,0.560214308070921,2,1734.21175638835,0.569616368914283,2
1man,4,234,911.864579290406,0.559809258452342,2,1698.76935883873,0.508601167279355,2
((cinematic light)),6,110,911.830304509943,0.559735613067146,2,1768.09954612038,0.624519003577938,2
art by midjourney,6,62,911.825390231225,0.559704927489981,2,1791.12863651399,0.659647852316454,2
ultra-detail,5,54,911.777630064223,0.559594459412187,2,1686.98658130787,0.487839305769502,1
amazing body,4,86,911.767788909202,0.559563773835022,2,1746.88053503702,0.589850438496898,2
professional,3,307,911.586285519678,0.559250780947939,2,1675.47585294146,0.467513179455392,1
sidelighting,5,575,911.382737572711,0.558882554021959,2,1732.04352995499,0.565792945999521,2
arms up,4,395,911.376813091809,0.55886414267566,2,1752.98984405904,0.60025284915584,2
public,3,182,911.33601639297,0.558759811713299,2,1740.82812332321,0.580313361114009,2
sagging breasts,5,85,911.277840647978,0.558667754981803,2,1766.63710722082,0.622272819329459,2
film photography,4,102,911.221588134766,0.55847750440338,2,1654.8121062634,0.431568094364287,1
ray tracing,4,1047,911.201743474776,0.558403859018184,2,1782.33312160488,0.646489876828093,2
multiple girls,4,249,911.16192602441,0.558336350748421,2,1757.52508863579,0.607531468059383,2
(revealing clothes),6,62,911.10235644925,0.558256568247792,2,1687.88256146831,0.489434955782083,1
erection,4,259,911.077042627519,0.558146100169998,2,1756.53072731283,0.606064697470895,2
storm,3,89,911.051851422599,0.558090866131101,2,1801.2758994799,0.674444437625427,2
(nsfw),5,218,910.756590396986,0.557446469010636,2,1733.60016597083,0.568566922175239,2
athletic body,4,105,910.689807710194,0.557293041124811,2,1744.574722726,0.586229540391425,2
gold trim,4,77,910.648647952389,0.557194847277883,2,1813.52209789722,0.691665183530437,2
8 k,4,172,910.533223573552,0.55698618535316,2,1787.06996970953,0.653443228613687,2
(high resolution),6,103,910.43029444426,0.55674070073584,2,1652.72516698745,0.428137446837238,1
cloudy sky,4,204,910.40677096797,0.556697740927809,2,1764.13807438869,0.618400299491233,2
large insertion,5,61,910.309322920002,0.556458393425922,2,1662.3329107566,0.444511270812493,1
dark room,4,87,910.178644289916,0.55612698919254,2,1690.17763896372,0.493356572543773,1
blue jacket,4,79,910.178245447859,0.556108577846241,2,1782.97779247429,0.647490226643673,2
belts,3,52,910.119916475736,0.556016521114746,2,1729.04973191481,0.560821882498788,2
real life,4,265,910.06287009761,0.555906053036952,2,1702.07596942254,0.514480523864173,2
heavy shadow,4,73,910.039507304152,0.555850818998055,2,1666.64470850278,0.452231762027212,1
tan,3,107,910.027577052607,0.55582013342089,2,1800.8210791472,0.673855274543859,2
best shadow,4,607,909.998600980203,0.555795584959158,2,1714.89383382027,0.536488219806926,2
holding weapon,4,210,909.933428519113,0.555648294188765,2,1771.11405726842,0.629207759768754,2
incredibly_absurdres,6,50,909.896444702148,0.555562374572703,2,1677.54881103516,0.471170900253463,1
epic,3,480,909.879505157471,0.555519414764672,2,1749.568506368,0.594355081224723,2
tank top,4,182,909.672245738271,0.55506526822263,2,1761.96173028632,0.614908280809854,2
whole body,4,104,909.583809192364,0.554844332067042,2,1750.3316491934,0.595711383735417,2
horny,3,208,909.382233106173,0.554506790718227,2,1735.41105446449,0.571402269505287,2
sleeves past wrists,6,72,909.299781799316,0.554310403024371,2,1671.2653986613,0.460437085361139,1
shiny clothes,4,77,909.277020739271,0.554230620523741,2,1767.83681577212,0.624126228190226,2
studio quality,4,64,909.194398880005,0.554021958599019,2,1645.97586250305,0.415998232510755,1
witch,3,97,909.190822640645,0.554009684368153,2,1772.04773075064,0.630705215934407,2
sweat,3,1529,909.133662900557,0.553850119366895,2,1735.47810247008,0.571518874698514,2
torogao,5,77,909.129146823635,0.553843982251462,2,1667.8616396421,0.454134267811443,1
pubic tattoo,5,84,909.128508068266,0.553837845136029,2,1717.94800385975,0.541618848308918,2
aroused,5,140,909.092024394444,0.553745788404534,2,1682.59434073312,0.480069717631319,1
cartoon,3,238,909.041258355149,0.55363532032674,2,1793.76745425954,0.663692211386804,2
yae miko,5,88,909.005769209428,0.553561674941544,2,1722.32122525302,0.549523452986627,2
missing legs,4,59,908.998151358912,0.553549400710678,2,1766.81354897709,0.622641046255439,2
chibi,3,307,908.993159638942,0.553530989364379,2,1821.88110371444,0.703067944004959,2
parody,3,75,908.904084065755,0.553346875901389,2,1685.95803548177,0.485992034024168,1
cgsociety,4,178,908.878706428442,0.553242544939028,2,1751.37555411692,0.597460461633823,2
low iso,4,83,908.812682370105,0.553101391284069,2,1631.34475597703,0.391590924433698,1
sunglasses,3,241,908.777447712372,0.553058431476038,2,1709.74691050676,0.527626225121668,2
very long hair,5,1505,908.578434013291,0.552592010703129,2,1694.36936590759,0.500905224526368,2
spikes,3,64,908.472660541534,0.552352663201242,2,1755.06757926941,0.60366508533659,2
female pubic hair,6,66,908.358724883108,0.55208263012219,2,1652.88681492661,0.428364520108259,1
realistic shadows,4,200,908.221539154053,0.551806459927705,2,1706.18649047852,0.521851199499211,2
veiny penis,6,119,908.069359530922,0.551487329925189,2,1801.97411904215,0.675506158595337,2
by pino daeni,6,76,908.058685704281,0.551444370117158,2,1537.30678678814,0.259274715698128,1
((1girl)),6,223,907.990778833227,0.551272530885033,2,1679.74767560061,0.475221396439246,1
white clothes,4,60,907.910264587402,0.551088417422043,2,1726.55103556315,0.556550450157417,2
ross tran,4,152,907.824866846988,0.550892029728187,2,1765.40265856291,0.620443958930424,2
short hair,4,3291,907.771759176935,0.550818384342991,2,1722.11780860829,0.549124540483482,2
cumdrip,4,112,907.768750599453,0.550806110112125,2,1732.0851260594,0.565866591384717,2
daylight,3,137,907.727321485533,0.550683367803465,2,1726.31399959369,0.556206771693169,2
hand on own chest,6,60,907.725591532389,0.550677230688032,2,1715.91444091797,0.538077732704074,2
high detailed,4,158,907.423232452779,0.550149438760794,2,1771.34288237367,0.629606672271899,2
3d render,5,134,907.388228686888,0.550094204721897,2,1743.47847189832,0.584425228454122,2
male,3,328,907.350365196786,0.550002147990402,2,1743.49773779148,0.584468188262153,2
dildo,4,84,907.348271324521,0.549989873759536,2,1685.60942586263,0.485329225557404,1
(ultra high res),7,80,907.236965560913,0.549762800488514,2,1728.60611877441,0.560097702877693,2
dildo riding,5,61,907.180841164511,0.549664606641586,2,1705.64167260342,0.520820164106467,2
bound,3,110,907.164440640536,0.549603235487256,2,1772.68923950195,0.631711702865419,2
extreme detail background,5,55,907.124900679155,0.549505041640328,2,1734.36350541548,0.569898676224201,2
nebula,3,79,907.044937713237,0.549320928177338,2,1691.78588017331,0.496320799297914,1
korean mixed,4,54,907.027643839518,0.549296379715606,2,1710.80980202004,0.529448948405271,2
anal,4,227,906.908676617996,0.549001798174822,2,1718.87178987343,0.543251321014097,2
revealing clothes,4,229,906.88779612712,0.548952701251358,2,1698.03983463471,0.507300098807558,2
signature,3,145,906.870096035661,0.54891587855876,2,1740.14173583984,0.579227091682367,2
dating,3,91,906.842166439518,0.548829958942698,2,1709.16511552412,0.526644286652388,2
presenting,3,80,906.807395172119,0.548750176442069,2,1719.02493438721,0.54356431390118,2
diffused lighting,5,52,906.788893479567,0.548664256826007,2,1635.4838479849,0.398728389682282,1
dark hair,4,127,906.714662086307,0.548566062979079,2,1687.14152803196,0.488090927502255,1
space,3,173,906.703471806697,0.548504691824749,2,1736.30619291625,0.572893588555507,2
dark background,4,130,906.685337242713,0.548449457785852,2,1651.19192645733,0.425375744892386,1
small breasts,4,1772,906.65634711117,0.548431046439552,2,1723.41878027302,0.551419821655426,2
leaning,3,156,906.439501248873,0.547933940089479,2,1740.4840643467,0.579773294955905,2
bare shoulders,4,1741,906.424904049299,0.547909391627747,2,1685.53035811896,0.485194209017877,1
sweaty,3,199,906.396644937333,0.547817334896252,2,1730.60322885178,0.56346084213498,2
medium breasts,4,2816,906.379975447601,0.547755963741922,2,1723.08789075505,0.550867481266455,2
romanticism,4,265,906.34842558087,0.547706866818458,2,1759.86627588812,0.611465359051938,2
wood,3,58,906.348303433122,0.547700729703025,2,1806.45239889211,0.682097420570384,2
sharp teeth,4,174,906.345322137591,0.547694592587592,2,1737.32829512673,0.574562883953284,2
fire,3,311,906.332783002945,0.54767004412586,2,1693.84956247017,0.499880326249056,1
embarrassed,3,494,906.313139857551,0.547620947202396,2,1704.48530448883,0.518604665435152,2
rim lighting,4,446,906.209375321598,0.547375462585076,2,1727.67750090868,0.558428407479916,2
field,3,123,906.084263002969,0.547080881044292,2,1604.48492729373,0.349606917756516,1
plaid skirt,4,185,906.023662505279,0.546884493350435,2,1603.70795073638,0.348514511209441,1
cinematic rendering,4,59,905.996524875447,0.546841533542404,2,1698.6968921726,0.508453876508963,2
big ass,4,227,905.992848131625,0.546835396426971,2,1722.6435831885,0.550112616068196,2
focus,3,95,905.847940224095,0.546497855078156,2,1746.88436664782,0.589856575612331,2
cameltoe,4,572,905.725666099495,0.546283056038001,2,1739.46748181323,0.57818991917419,2
hdr,3,4307,905.698390028054,0.546203273537372,2,1711.8500773419,0.531112106687615,2
(volumetric lighting),7,62,905.686563307239,0.546148039498475,2,1699.49241392074,0.509896098635719,2
pond,3,57,905.671083684553,0.54611735392131,2,1672.77951852899,0.462855108841742,1
energy,3,66,905.625029130415,0.546049845651547,2,1711.29217344342,0.53026518475786,2
cute girl,4,133,905.621550136939,0.546025297189815,2,1767.12068027123,0.623095192797481,2
(skinny),5,135,905.6011463024,0.545976200266351,2,1716.62604211878,0.539378801175871,2
by ruan jia,6,51,905.578853831572,0.545927103342887,2,1631.20535338159,0.391400673855275,1
shade,3,138,905.534098970717,0.54581049814966,2,1711.3710557136,0.530406338412819,2
real shadow,4,112,905.509541647775,0.545718441418165,2,1681.78789956229,0.478615221273697,1
charming,3,429,905.397652614923,0.545552739301474,2,1757.92359778486,0.608231099218745,2
long_hair,5,858,905.383838093364,0.545509779493443,2,1688.35447803133,0.490281877711838,1
splash art,4,166,905.280821099339,0.545227472183524,2,1825.44465030532,0.707578723848217,2
young,3,399,905.058871314639,0.544742640064317,2,1698.12691503539,0.507459663808817,2
petite,3,779,905.036302324131,0.544705817371719,2,1732.6113225621,0.566983546393524,2
bare legs,4,264,905.010775710597,0.544638309101956,2,1645.41536088423,0.414961060002578,1
masterpiece quality,4,55,904.971493530273,0.544570800832193,2,1672.64954723011,0.462615761339855,1
leaning forward,4,271,904.963040200547,0.544552389485894,2,1724.3932359984,0.55308297993777,2
uhd,4,651,904.941389537993,0.544478744100698,2,1683.10355143979,0.481070067446899,1
cover,3,68,904.856550104478,0.54425780794511,2,1763.64164464614,0.617706805447304,2
(1girl:1.2),10,155,904.806759938886,0.544104380059285,2,1705.07105988533,0.51970320909766,2
low twintails,5,80,904.804326248169,0.544098242943852,2,1759.88093414307,0.611532867321701,2
partially submerged,4,84,904.784241085961,0.544043008904955,2,1725.98896135603,0.555574648803569,2
bridal gauntlets,5,85,904.728723144531,0.543920266596294,2,1883.6670596852,0.775307929766851,3
nighttime,3,92,904.691938483197,0.543852758326531,2,1637.70464159095,0.402189722786496,1
clothed sex,5,79,904.684717492212,0.543834346980232,2,1668.53440914878,0.455238948589384,1
scary,3,86,904.671143997547,0.543803661403067,2,1703.91824695676,0.517592041388707,2
(welcoming),5,63,904.473645407056,0.543269732360396,2,1721.90620834108,0.548744039326636,2
otoko no ko,6,96,904.413719813029,0.543140852936303,2,1755.40659332275,0.604272659764458,2
mix4,4,121,904.335025755827,0.542907642549849,2,1721.81648746207,0.548621297017976,2
high_detail,5,64,904.164901733398,0.542545552739302,2,1687.37061595917,0.488514388467133,1
windy,3,106,904.103756886608,0.542428947546074,2,1747.39142306346,0.59073418311925,2
by jeremy mann,5,860,904.097577383352,0.542410536199775,2,1754.33511040266,0.602425388019123,2
staff,3,70,904.088594273159,0.542404399084342,2,1754.38244105748,0.602499033404319,2
road,3,122,904.063429535412,0.542367576391744,2,1635.31371219823,0.398458356603229,1
thick,3,132,904.038966554584,0.542306205237414,2,1788.87383293383,0.65612514805791,2
antlers,3,55,903.917148104581,0.542023897927496,2,1746.06712313565,0.588580055602266,2
studio soft light,5,53,903.807171515699,0.541778413310176,2,1686.37660879459,0.486636431144633,1
(shine),5,92,903.792807205864,0.541741590617578,2,1784.25273198667,0.649490926274832,2
(blush),5,78,903.764357738006,0.541680219463248,2,1686.31645633013,0.486501414605107,1
(high contrast),6,65,903.718314537635,0.541594299847186,2,1731.48923715445,0.564939886954334,2
soft shadows,4,101,903.627283983892,0.541410186384196,2,1681.53704773554,0.478179486077954,1
red necktie,5,66,903.585633248994,0.541342678114433,2,1534.49860728871,0.256132512596429,1
demon tail,4,63,903.527576749287,0.541183113113175,2,1795.14784264943,0.665619265632767,2
branch,3,87,903.489839400368,0.541078782150814,2,1807.15588940149,0.683067084808798,2
2girls,4,465,903.377463687364,0.540857845995225,2,1730.09193023353,0.562515726358297,2
scar,3,81,903.36646336685,0.54082716041806,2,1768.56875874084,0.625304554353363,2
best illustration,4,183,903.363378806192,0.540821023302627,2,1769.54752971045,0.626691542441222,2
armband,4,75,903.353924153646,0.540790337725462,2,1779.2459781901,0.641666104097752,2
backlight,4,170,903.349412446864,0.540771926379163,2,1715.73066190832,0.537801562509589,2
cum,3,921,903.346888853854,0.54076578926373,2,1756.76739064568,0.606408375935143,2
perfect composition,4,118,903.318966881704,0.540722829455699,2,1711.56313569667,0.530621137452974,2
upskirt,4,84,903.197882334391,0.540440522145781,2,1738.84028262184,0.57706682704995,2
[sharp focus],6,74,903.155210752745,0.540360739645152,2,1667.12271035684,0.452931393186574,1
microskirt,4,72,903.149067772759,0.54033619118342,2,1693.54836357964,0.499395494129849,1
f2,4,261,903.051964536937,0.540121392143265,2,1738.43700938024,0.576354921659722,2
incredibly absurdres,5,641,902.811740452711,0.539648834254924,2,1700.65906104506,0.512044089037271,2
hetero,4,670,902.811432681867,0.539642697139491,2,1691.71941045505,0.496198056989254,1
colorized,3,72,902.736931694878,0.539489269253665,2,1745.31868659125,0.587542883094088,2
ulzzang,5,64,902.731348514557,0.539476995022799,2,1731.72419071198,0.565332662342046,2
(ultra highres:1.0),11,241,902.706282303046,0.539391075406737,2,1691.91726317346,0.496535598338069,1
foreground,3,109,902.696662692849,0.539360389829572,2,1722.296522228,0.54946821894773,2
maid headdress,5,146,902.684760733827,0.539341978483273,2,1741.501953125,0.581387356314785,2
rich background,4,90,902.681277126736,0.539323567136974,2,1694.81114366319,0.501617129916597,2
beautiful lighting,4,672,902.647737400872,0.539194687712881,2,1725.58618981498,0.554979348606568,2
maximum clarity and sharpness,7,116,902.64730229871,0.539188550597448,2,1616.79192378603,0.368269885788282,1
brilliant colorful paintings,5,67,902.559579422225,0.539010574249891,2,1671.91268146572,0.461504943446481,1
epic composition,4,53,902.40897239829,0.538648484439344,2,1740.54924961306,0.5798653516874,2
best_quality,5,240,902.372696050008,0.538519605015251,2,1682.88904927572,0.480566823981392,1
blurry foreground,4,80,902.353409194946,0.538433685399189,2,1752.26938781738,0.599105208569868,2
surreal,3,146,902.337862302179,0.538409136937457,2,1698.2827374184,0.507729696887869,2
slender,3,421,902.255833061744,0.538274120397931,2,1730.28521960478,0.562859404822545,2
pleated skirt,5,638,902.197775538812,0.538132966742972,2,1638.47261138246,0.403447831450262,1
(huge breasts:1.2),10,66,902.057007760713,0.537838385202187,2,1738.95149369673,0.577306174551837,2
nurse cap,4,53,901.978283576246,0.537654271739197,2,1720.14823942364,0.545718441418165,2
animal,3,118,901.823926893331,0.537335141736681,2,1769.92629384186,0.627250019945625,2
(best quality:1.1),10,148,901.800243893185,0.537298319044083,2,1709.72110150311,0.52758940242907,2
specular lighting,5,55,901.756119606712,0.537200125197155,2,1668.23975830078,0.454790939162775,1
physically-based rendering,6,1017,901.726396783849,0.537120342696526,2,1702.97273600981,0.515928883106362,2
detailed background,4,2023,901.701281665872,0.537077382888495,2,1765.98515168217,0.62143817163057,2
adult,3,560,901.669254984175,0.536948503464402,2,1731.01507132394,0.564056142331981,2
